geography	time	measure	value
37027	2022-12-31	acs_POP_P	63
37027	2022-12-31	acs_POP_P1	78
37027	2022-12-31	acs_POP_Q	2196
37027	2022-12-31	acs_POP_S	16699
37027	2022-12-31	acs_POP_W	69476
37027	2022-12-31	acs_POP_Y	20132
37027	2022-12-31	acs_POV	0.13253027181831883
37027	2022-12-31	acs_PUB	0
37027	2022-12-31	acs_PVA	0.0492262472994021
37027	2022-12-31	acs_PVB	0.26024971109882933
37027	2022-12-31	acs_PVC	0.3849419685474552
37027	2022-12-31	acs_REX	0.2527612151007147
37027	2022-12-31	acs_SNP	0.12185554171855542
37027	2022-12-31	acs_UMP	0.0577967416602017
37027	2022-12-31	acs_UNS	0.11289655949801486
37027	2022-12-31	acs_VAL	158300
37027	2022-12-31	acs_WWN	0.150093399750934
37027	2022-12-31	census_ur_pct_urban_hu	0.557607430072297
37027	2022-12-31	census_ur_pct_urban_land	0.118076448687605
37027	2022-12-31	census_ur_pct_urban_pop	0.571789912215444
37027	2022-12-31	chr_65_and_older	0.209707673568819
37027	2022-12-31	chr_access_to_exercise_opportunities	0.6204940442496
37027	2022-12-31	chr_adult_obesity	0.356
37027	2022-12-31	chr_adult_smoking	0.238
37027	2022-12-31	chr_air_pollution_particulate_matter	8.1
37027	2022-12-31	chr_alcohol_impaired_driving_deaths	0.224489795918367
37027	2022-12-31	chr_american_indian_or_alaska_native	0.00627283800243605
37027	2022-12-31	chr_asian	0.00775883069427527
37027	2022-12-31	chr_below_18_years_of_age	0.197868453105968
37027	2022-12-31	chr_broadband_access	0.809287151655589
37027	2022-12-31	chr_child_care_centers	13.432477812425
37027	2022-12-31	chr_child_care_cost_burden	0.279207723698617
37027	2022-12-31	chr_child_mortality	63.7755102040816
37027	2022-12-31	chr_children_eligible_for_free_or_reduced_price_lunch	0.564051031108004
37027	2022-12-31	chr_children_in_poverty	0.191
37027	2022-12-31	chr_children_in_single_parent_households	0.237321783071648
37027	2022-12-31	chr_covid_19_age_adjusted_mortality	88.3884202287758
37027	2022-12-31	chr_dentists	3.0450669914738e-4
37027	2022-12-31	chr_diabetes_prevalence	0.111
37027	2022-12-31	chr_disconnected_youth	0.124868559411146
37027	2022-12-31	chr_drinking_water_violations	0
37027	2022-12-31	chr_driving_alone_to_work	0.830758307299063
37027	2022-12-31	chr_drug_overdose_deaths	26.7958279707844
37027	2022-12-31	chr_excessive_drinking	0.178537026113572
37027	2022-12-31	chr_female	0.506102314250914
37027	2022-12-31	chr_firearm_fatalities	15.375716618221
37027	2022-12-31	chr_flu_vaccinations	0.56
37027	2022-12-31	chr_food_environment_index	6.3
37027	2022-12-31	chr_food_insecurity	0.156
37027	2022-12-31	chr_frequent_mental_distress	0.168
37027	2022-12-31	chr_frequent_physical_distress	0.143
37027	2022-12-31	chr_gender_pay_gap	0.812138927889152
37027	2022-12-31	chr_high_school_completion	0.814455997971088
37027	2022-12-31	chr_high_school_graduation	0.88
37027	2022-12-31	chr_hispanic	0.0609135200974421
37027	2022-12-31	chr_hiv_prevalence	122.9
37027	2022-12-31	chr_homeownership	0.733489846941887
37027	2022-12-31	chr_homicides	5.06543140008524
37027	2022-12-31	chr_income_inequality	4.56775006298816
37027	2022-12-31	chr_infant_mortality	8.45171731702931
37027	2022-12-31	chr_injury_deaths	85.6647068729453
37027	2022-12-31	chr_insufficient_sleep	0.366583992246887
37027	2022-12-31	chr_life_expectancy	75.3813425223663
37027	2022-12-31	chr_limited_access_to_healthy_foods	0.153683142264861
37027	2022-12-31	chr_living_wage	34.77
37027	2022-12-31	chr_long_commute_driving_alone	0.337
37027	2022-12-31	chr_low_birth_weight	0.101637593449626
37027	2022-12-31	chr_mammography_screening	0.51
37027	2022-12-31	chr_math_scores	2.965026278
37027	2022-12-31	chr_median_household_income	50235
37027	2022-12-31	chr_mental_health_providers	7.673568818514e-4
37027	2022-12-31	chr_motor_vehicle_crash_deaths	15.1962942002557
37027	2022-12-31	chr_native_hawaiian_or_other_pacific_islander	0.00112058465286236
37027	2022-12-31	chr_non_hispanic_black	0.0483922046285018
37027	2022-12-31	chr_non_hispanic_white	0.86462850182704
37027	2022-12-31	chr_not_proficient_in_english	0.0088589880211075
37027	2022-12-31	chr_other_primary_care_providers	9.2570036540803e-4
37027	2022-12-31	chr_physical_inactivity	0.298
37027	2022-12-31	chr_poor_mental_health_days	5.0288431311665
37027	2022-12-31	chr_poor_or_fair_health	0.224
37027	2022-12-31	chr_poor_physical_health_days	4.44042471578877
37027	2022-12-31	chr_population	82100
37027	2022-12-31	chr_premature_age_adjusted_mortality	466.214686006743
37027	2022-12-31	chr_premature_death	9566.72645507842
37027	2022-12-31	chr_preventable_hospital_stays	3553
37027	2022-12-31	chr_primary_care_physicians	4.5024215726836e-4
37027	2022-12-31	chr_reading_scores	3.172711698
37027	2022-12-31	chr_residential_segregation_black_white	58.7499831832665
37027	2022-12-31	chr_residential_segregation_non_white_white	48.2654385306772
37027	2022-12-31	chr_rural	0.344277300702164
37027	2022-12-31	chr_school_funding_adequacy	382.8896
37027	2022-12-31	chr_school_segregation	0.0672209834000111
37027	2022-12-31	chr_severe_housing_cost_burden	0.092389760424229
37027	2022-12-31	chr_severe_housing_problems	0.133916244822826
37027	2022-12-31	chr_sexually_transmitted_infections	391.8
37027	2022-12-31	chr_social_associations	13.1422035094551
37027	2022-12-31	chr_some_college	0.545152538619124
37027	2022-12-31	chr_suicides	14.8571957223274
37027	2022-12-31	chr_teen_births	30.3727008712488
37027	2022-12-31	chr_traffic_volume	87.641955415743
37027	2022-12-31	chr_unemployment	0.0789562007
37027	2022-12-31	chr_uninsured	0.152835719049022
37027	2022-12-31	chr_uninsured_adults	0.185189002019869
37027	2022-12-31	chr_uninsured_children	0.0565446264860709
37027	2022-12-31	chr_violent_crime	168.598784119717
37027	2023-12-31	acs_AGE	45.5
37027	2023-12-31	acs_BDB	0.8515839589818714
37027	2023-12-31	acs_BTH	0.03952211428226634
37027	2023-12-31	acs_DCY	0.1437944231820667
37027	2023-12-31	acs_DEP	0.696542435657316
37027	2023-12-31	acs_DIS	0.1858476966468192
37027	2023-12-31	acs_EDB	0.82781173489479
37027	2023-12-31	acs_EDC	0.5109832725529474
37027	2023-12-31	acs_GNI	0.4281
37027	2023-12-31	acs_GRP	0.01183358555161378
37027	2023-12-31	acs_HBS	0.07129341390465727
37027	2023-12-31	acs_HBU	0.1859854727461393
37027	2023-12-31	acs_HTA	0.06515900628700483
37027	2023-12-31	acs_HTJ	0.01986815601538179
37027	2023-12-31	acs_HUF	0.00381493011048037
37027	2023-12-31	acs_HUG	0.01486296771043154
37027	2023-12-31	acs_HUN	0.1642179903843571
37027	2023-12-31	acs_HUO	0.7401269608740768
37027	2023-12-31	acs_INB	37108
37027	2023-12-31	acs_INC	55401
37027	2023-12-31	acs_INL	4.16
37027	2023-12-31	acs_INM	9.5
37027	2023-12-31	acs_INN	15.29
37027	2023-12-31	acs_INO	24.33
37027	2023-12-31	acs_INP	46.72
37027	2023-12-31	acs_INQ	18.22
37027	2023-12-31	acs_LEQ	0.02288054892445766
37027	2023-12-31	acs_MCD	0.20935130053274836
37027	2023-12-31	acs_MCR	0.24441240990285176
37027	2023-12-31	acs_OWS	11.22783728724453
37027	2023-12-31	acs_PCI	30811
37027	2023-12-31	acs_PCT_A	0.00499888362400456
37027	2023-12-31	acs_PCT_B	0.04085936143293061
37027	2023-12-31	acs_PCT_F	0.501488501327247
37027	2023-12-31	acs_PCT_H	0.06400555707162173
37027	2023-12-31	acs_PCT_I	0.0491081396214245
37027	2023-12-31	acs_PCT_J	0.14984246694286635
37027	2023-12-31	acs_PCT_M	0.49851149867275296
37027	2023-12-31	acs_PCT_O	0.3454067329876703
37027	2023-12-31	acs_PCT_P	8.931007963482101e-4
37027	2023-12-31	acs_PCT_P1	0.00100473839589173
37027	2023-12-31	acs_PCT_Q	0.03101044431764618
37027	2023-12-31	acs_PCT_S	0.21161527202361757
37027	2023-12-31	acs_PCT_W	0.8566945347192935
37027	2023-12-31	acs_PCT_Y	0.24402738842442137
37027	2023-12-31	acs_POP	80618
37027	2023-12-31	acs_POP_A	403
37027	2023-12-31	acs_POP_B	3294
37027	2023-12-31	acs_POP_F	40429
37027	2023-12-31	acs_POP_H	5160
37027	2023-12-31	acs_POP_I	3959
37027	2023-12-31	acs_POP_J	12080
37027	2023-12-31	acs_POP_M	40189
37027	2023-12-31	acs_POP_O	27846
37027	2023-12-31	acs_POP_P	72
37027	2023-12-31	acs_POP_P1	81
37027	2023-12-31	acs_POP_Q	2500
37027	2023-12-31	acs_POP_S	17060
37027	2023-12-31	acs_POP_W	69065
37027	2023-12-31	acs_POP_Y	19673
37027	2023-12-31	acs_POV	0.12680872462128356
37027	2023-12-31	acs_PUB	2.791502665885046e-5
37027	2023-12-31	acs_PVA	0.04543340247658558
37027	2023-12-31	acs_PVB	0.24990885662203785
37027	2023-12-31	acs_PVC	0.364548368847822
37027	2023-12-31	acs_REX	0.25931983180679696
37027	2023-12-31	acs_SNP	0.12622840749557468
37027	2023-12-31	acs_UMP	0.04764365440264572
37027	2023-12-31	acs_UNS	0.11304293324976496
37027	2023-12-31	acs_VAL	174000
37027	2023-12-31	acs_WWN	0.1309894402734542
37027	2023-12-31	census_ur_pct_urban_hu	0.557607430072297
37027	2023-12-31	census_ur_pct_urban_land	0.118076448687605
37027	2023-12-31	census_ur_pct_urban_pop	0.571789912215444
37027	2023-12-31	chr_65_and_older	0.207884369213179
37027	2023-12-31	chr_access_to_exercise_opportunities	0.797847542528394
37027	2023-12-31	chr_adult_obesity	0.344
37027	2023-12-31	chr_adult_smoking	0.22
37027	2023-12-31	chr_air_pollution_particulate_matter	8.1
37027	2023-12-31	chr_alcohol_impaired_driving_deaths	0.224489795918367
37027	2023-12-31	chr_american_indian_or_alaska_native	0.00682301181909698
37027	2023-12-31	chr_asian	0.00814038750730149
37027	2023-12-31	chr_below_18_years_of_age	0.199793693995998
37027	2023-12-31	chr_broadband_access	0.818812814070352
37027	2023-12-31	chr_census_participation	0.655
37027	2023-12-31	chr_child_care_centers	11.7965101990661
37027	2023-12-31	chr_child_care_cost_burden	0.348260820937255
37027	2023-12-31	chr_child_mortality	63.7755102040816
37027	2023-12-31	chr_children_eligible_for_free_or_reduced_price_lunch	0.505863884015144
37027	2023-12-31	chr_children_in_poverty	0.212
37027	2023-12-31	chr_children_in_single_parent_households	0.249312221067433
37027	2023-12-31	chr_dentists	3.2312988578601e-4
37027	2023-12-31	chr_diabetes_prevalence	0.1
37027	2023-12-31	chr_disconnected_youth	0.130274261603376
37027	2023-12-31	chr_drinking_water_violations	1
37027	2023-12-31	chr_driving_alone_to_work	0.832902670111972
37027	2023-12-31	chr_drug_overdose_deaths	26.7958279707844
37027	2023-12-31	chr_excessive_drinking	0.17779108887
37027	2023-12-31	chr_female	0.502653393485204
37027	2023-12-31	chr_firearm_fatalities	15.375716618221
37027	2023-12-31	chr_flu_vaccinations	0.55
37027	2023-12-31	chr_food_environment_index	6.2
37027	2023-12-31	chr_food_insecurity	0.149
37027	2023-12-31	chr_frequent_mental_distress	0.16
37027	2023-12-31	chr_frequent_physical_distress	0.114
37027	2023-12-31	chr_gender_pay_gap	0.822901599824677
37027	2023-12-31	chr_high_school_completion	0.814836478744817
37027	2023-12-31	chr_high_school_graduation	0.89
37027	2023-12-31	chr_hispanic	0.0645141245044306
37027	2023-12-31	chr_hiv_prevalence	128.6
37027	2023-12-31	chr_homeownership	0.742116834170854
37027	2023-12-31	chr_homicides	5.06543140008524
37027	2023-12-31	chr_income_inequality	4.59821005777062
37027	2023-12-31	chr_infant_mortality	8.45171731702931
37027	2023-12-31	chr_injury_deaths	85.6647068729453
37027	2023-12-31	chr_insufficient_sleep	0.334
37027	2023-12-31	chr_life_expectancy	75.3813425223663
37027	2023-12-31	chr_limited_access_to_healthy_foods	0.153683142264861
37027	2023-12-31	chr_living_wage	41.254868
37027	2023-12-31	chr_long_commute_driving_alone	0.33
37027	2023-12-31	chr_low_birth_weight	0.101637593449626
37027	2023-12-31	chr_mammography_screening	0.44
37027	2023-12-31	chr_math_scores	2.965026278
37027	2023-12-31	chr_median_household_income	44705
37027	2023-12-31	chr_mental_health_providers	9.0724929470688e-4
37027	2023-12-31	chr_motor_vehicle_crash_deaths	15.1962942002557
37027	2023-12-31	chr_native_hawaiian_or_other_pacific_islander	0.0011930949629022
37027	2023-12-31	chr_non_hispanic_black	0.0502342691671949
37027	2023-12-31	chr_non_hispanic_white	0.85814598013994
37027	2023-12-31	chr_not_proficient_in_english	0.00734641682760061
37027	2023-12-31	chr_other_primary_care_providers	0.00114338267278128
37027	2023-12-31	chr_physical_inactivity	0.235
37027	2023-12-31	chr_poor_mental_health_days	4.7567256011
37027	2023-12-31	chr_poor_or_fair_health	0.152
37027	2023-12-31	chr_poor_physical_health_days	3.4082655529
37027	2023-12-31	chr_population	80463
37027	2023-12-31	chr_premature_age_adjusted_mortality	466.214686006743
37027	2023-12-31	chr_premature_death	9566.72645507842
37027	2023-12-31	chr_preventable_hospital_stays	2805
37027	2023-12-31	chr_primary_care_physicians	4.5066991473812e-4
37027	2023-12-31	chr_reading_scores	3.172711698
37027	2023-12-31	chr_residential_segregation_black_white	54.4836431985209
37027	2023-12-31	chr_rural	0.344277300702164
37027	2023-12-31	chr_school_funding_adequacy	-690.1396
37027	2023-12-31	chr_school_segregation	0.0654392802463156
37027	2023-12-31	chr_severe_housing_cost_burden	0.0888309147236263
37027	2023-12-31	chr_severe_housing_problems	0.123535676251331
37027	2023-12-31	chr_sexually_transmitted_infections	389.4
37027	2023-12-31	chr_social_associations	12.5456760048721
37027	2023-12-31	chr_some_college	0.547892291328444
37027	2023-12-31	chr_suicides	14.8571957223274
37027	2023-12-31	chr_teen_births	30.3727008712488
37027	2023-12-31	chr_traffic_volume	105.569221846546
37027	2023-12-31	chr_unemployment	0.0494112280101503
37027	2023-12-31	chr_uninsured	0.14345733590431
37027	2023-12-31	chr_uninsured_adults	0.171804057149998
37027	2023-12-31	chr_uninsured_children	0.0582220618308673
37027	2023-12-31	chr_voter_turnout	0.670250391236307
37027	2024-12-31	acs_AGE	45.4
37027	2024-12-31	acs_BDB	0.8637868708040949
37027	2024-12-31	acs_BTH	0.05550811272416738
37027	2024-12-31	acs_DCY	0.13544511196067724
37027	2024-12-31	acs_DEP	0.7003631450046449
37027	2024-12-31	acs_DIS	0.18378805158347225
37027	2024-12-31	acs_EDB	0.8486436656025402
37027	2024-12-31	acs_EDC	0.5079126619663008
37027	2024-12-31	acs_GNI	0.4353
37027	2024-12-31	acs_GRP	0.01105095857753054
37027	2024-12-31	acs_HBS	0.07709833227011756
37027	2024-12-31	acs_HBU	0.19769737841368207
37027	2024-12-31	acs_HTA	0.07454661441720586
37027	2024-12-31	acs_HTJ	0.01819617849873933
37027	2024-12-31	acs_HUF	0.00239982988547647
37027	2024-12-31	acs_HUG	0.01300161001245481
37027	2024-12-31	acs_HUN	0.1503731243480354
37027	2024-12-31	acs_HUO	0.7354111607278472
37027	2024-12-31	acs_INB	38190
37027	2024-12-31	acs_INC	56425
37027	2024-12-31	acs_INL	4.04
37027	2024-12-31	acs_INM	9.45
37027	2024-12-31	acs_INN	15.2
37027	2024-12-31	acs_INO	23.79
37027	2024-12-31	acs_INP	47.53
37027	2024-12-31	acs_INQ	19.04
37027	2024-12-31	acs_LEQ	0.02087385611529574
37027	2024-12-31	acs_MCD	0.23176218465278908
37027	2024-12-31	acs_MCR	0.24325442081385584
37027	2024-12-31	acs_OWS	11.777001647446458
37027	2024-12-31	acs_PCI	31914
37027	2024-12-31	acs_PCT_A	0.00528955994834608
37027	2024-12-31	acs_PCT_B	0.04050362570775802
37027	2024-12-31	acs_PCT_F	0.5013410151981722
37027	2024-12-31	acs_PCT_H	0.0668148405681931
37027	2024-12-31	acs_PCT_I	0.04883530346677262
37027	2024-12-31	acs_PCT_J	0.14859193404191914
37027	2024-12-31	acs_PCT_M	0.49865898480182774
37027	2024-12-31	acs_PCT_O	0.3406799443727029
37027	2024-12-31	acs_PCT_P	9.188437468957982e-4
37027	2024-12-31	acs_PCT_P1	8.691765173338631e-4
37027	2024-12-31	acs_PCT_Q	0.03189877818615277
37027	2024-12-31	acs_PCT_S	0.21446309724843549
37027	2024-12-31	acs_PCT_W	0.8530719181484057
37027	2024-12-31	acs_PCT_Y	0.24742972087016987
37027	2024-12-31	acs_POP	80536
37027	2024-12-31	acs_POP_A	426
37027	2024-12-31	acs_POP_B	3262
37027	2024-12-31	acs_POP_F	40376
37027	2024-12-31	acs_POP_H	5381
37027	2024-12-31	acs_POP_I	3933
37027	2024-12-31	acs_POP_J	11967
37027	2024-12-31	acs_POP_M	40160
37027	2024-12-31	acs_POP_O	27437
37027	2024-12-31	acs_POP_P	74
37027	2024-12-31	acs_POP_P1	70
37027	2024-12-31	acs_POP_Q	2569
37027	2024-12-31	acs_POP_S	17272
37027	2024-12-31	acs_POP_W	68703
37027	2024-12-31	acs_POP_Y	19927
37027	2024-12-31	acs_POV	0.13369044475461164
37027	2024-12-31	acs_PUB	4.171301446051168e-4
37027	2024-12-31	acs_PVA	0.04968124033347165
37027	2024-12-31	acs_PVB	0.25581249135513723
37027	2024-12-31	acs_PVC	0.36410275755403826
37027	2024-12-31	acs_REX	0.26511642461510665
37027	2024-12-31	acs_SNP	0.14329110847838633
37027	2024-12-31	acs_UMP	0.05035749189856488
37027	2024-12-31	acs_UNS	0.10474603035353978
37027	2024-12-31	acs_VAL	192200
37027	2024-12-31	acs_WWN	0.11920167684316048
37027	2024-12-31	census_ur_pct_urban_hu	0.557607430072297
37027	2024-12-31	census_ur_pct_urban_land	0.118076448687605
37027	2024-12-31	census_ur_pct_urban_pop	0.571789912215444
37027	2024-12-31	chr_65_and_older	0.21275406251553
37027	2024-12-31	chr_access_to_exercise_opportunities	0.799397411099539
37027	2024-12-31	chr_adult_obesity	0.366
37027	2024-12-31	chr_adult_smoking	0.195
37027	2024-12-31	chr_air_pollution_particulate_matter	8.1
37027	2024-12-31	chr_alcohol_impaired_driving_deaths	0.12
37027	2024-12-31	chr_american_indian_or_alaska_native	0.00688267156984545
37027	2024-12-31	chr_asian	0.00865924563931819
37027	2024-12-31	chr_below_18_years_of_age	0.195211946528848
37027	2024-12-31	chr_broadband_access	0.831600249066002
37027	2024-12-31	chr_census_participation	0.655
37027	2024-12-31	chr_child_care_centers	11.7965101990661
37027	2024-12-31	chr_child_care_cost_burden	0.270182510357183
37027	2024-12-31	chr_child_mortality	66.8765848357344
37027	2024-12-31	chr_children_eligible_for_free_or_reduced_price_lunch	0.430221896203924
37027	2024-12-31	chr_children_in_poverty	0.239
37027	2024-12-31	chr_children_in_single_parent_households	0.241353477337995
37027	2024-12-31	chr_dentists	3.3543706206828e-4
37027	2024-12-31	chr_diabetes_prevalence	0.104
37027	2024-12-31	chr_disconnected_youth	0.130650640188137
37027	2024-12-31	chr_drinking_water_violations	0
37027	2024-12-31	chr_driving_alone_to_work	0.828902618750709
37027	2024-12-31	chr_drug_overdose_deaths	37.9993544195701
37027	2024-12-31	chr_excessive_drinking	0.16170861173
37027	2024-12-31	chr_female	0.502236247080455
37027	2024-12-31	chr_firearm_fatalities	16.6360449271072
37027	2024-12-31	chr_flu_vaccinations	0.5
37027	2024-12-31	chr_food_environment_index	6.4
37027	2024-12-31	chr_food_insecurity	0.135
37027	2024-12-31	chr_frequent_mental_distress	0.175
37027	2024-12-31	chr_frequent_physical_distress	0.125
37027	2024-12-31	chr_gender_pay_gap	0.817502646364303
37027	2024-12-31	chr_high_school_completion	0.818617103434073
37027	2024-12-31	chr_high_school_graduation	0.87
37027	2024-12-31	chr_hispanic	0.0653232619390747
37027	2024-12-31	chr_hiv_prevalence	137.1
37027	2024-12-31	chr_homeownership	0.745547945205479
37027	2024-12-31	chr_homicides	5.59942745854236
37027	2024-12-31	chr_income_inequality	4.58789910188647
37027	2024-12-31	chr_infant_mortality	7.25031720137756
37027	2024-12-31	chr_injury_deaths	95.4126106113502
37027	2024-12-31	chr_insufficient_sleep	0.334
37027	2024-12-31	chr_juvenile_arrests	18.0701754385965
37027	2024-12-31	chr_life_expectancy	73.3552331940011
37027	2024-12-31	chr_limited_access_to_healthy_foods	0.153683142264861
37027	2024-12-31	chr_living_wage	38.43
37027	2024-12-31	chr_long_commute_driving_alone	0.331
37027	2024-12-31	chr_low_birth_weight	0.0996182512270496
37027	2024-12-31	chr_mammography_screening	0.49
37027	2024-12-31	chr_math_scores	2.965026278
37027	2024-12-31	chr_median_household_income	53586
37027	2024-12-31	chr_mental_health_providers	0.00109327635044476
37027	2024-12-31	chr_motor_vehicle_crash_deaths	14.6984970786737
37027	2024-12-31	chr_native_hawaiian_or_other_pacific_islander	0.00129205386870745
37027	2024-12-31	chr_non_hispanic_black	0.0498061919196939
37027	2024-12-31	chr_non_hispanic_white	0.856668985737713
37027	2024-12-31	chr_not_proficient_in_english	0.0065034928578876
37027	2024-12-31	chr_other_primary_care_providers	0.00120508870446752
37027	2024-12-31	chr_physical_inactivity	0.245
37027	2024-12-31	chr_poor_mental_health_days	4.9951425498
37027	2024-12-31	chr_poor_or_fair_health	0.168
37027	2024-12-31	chr_poor_physical_health_days	3.8378657035
37027	2024-12-31	chr_population	80492
37027	2024-12-31	chr_premature_age_adjusted_mortality	554.901336415534
37027	2024-12-31	chr_premature_death	11767.6968231703
37027	2024-12-31	chr_preventable_hospital_stays	2776
37027	2024-12-31	chr_primary_care_physicians	4.9712290120925e-4
37027	2024-12-31	chr_reading_scores	3.172711698
37027	2024-12-31	chr_residential_segregation_black_white	57.5130790963035
37027	2024-12-31	chr_rural	0.428210087784556
37027	2024-12-31	chr_school_funding_adequacy	-1804.626
37027	2024-12-31	chr_school_segregation	0.0678080761134778
37027	2024-12-31	chr_severe_housing_cost_burden	0.0842574929677649
37027	2024-12-31	chr_severe_housing_problems	0.11875
37027	2024-12-31	chr_sexually_transmitted_infections	325.6
37027	2024-12-31	chr_social_associations	12.6766339808359
37027	2024-12-31	chr_some_college	0.566330532212885
37027	2024-12-31	chr_suicides	16.6976655060395
37027	2024-12-31	chr_teen_births	24.9706409543235
37027	2024-12-31	chr_traffic_volume	30.0679534565867
37027	2024-12-31	chr_unemployment	0.0357064562095802
37027	2024-12-31	chr_uninsured	0.137812149104079
37027	2024-12-31	chr_uninsured_adults	0.1674438231881
37027	2024-12-31	chr_uninsured_children	0.0510375434808684
37027	2024-12-31	chr_voter_turnout	0.670250391236307
37027	2025-12-31	chr_65_and_older	0.215516171469705
37027	2025-12-31	chr_access_to_exercise_opportunities	0.798380697316868
37027	2025-12-31	chr_access_to_parks	0.103766800575311
37027	2025-12-31	chr_adult_obesity	0.35
37027	2025-12-31	chr_adult_smoking	0.184
37027	2025-12-31	chr_adverse_climate_events	1
37027	2025-12-31	chr_air_pollution_particulate_matter	7.4
37027	2025-12-31	chr_alcohol_impaired_driving_deaths	0.133333333333333
37027	2025-12-31	chr_american_indian_or_alaska_native	0.00708665326283913
37027	2025-12-31	chr_asian	0.00898552883064016
37027	2025-12-31	chr_below_18_years_of_age	0.195522128726388
37027	2025-12-31	chr_broadband_access	0.851583958981871
37027	2025-12-31	chr_census_participation	0.655
37027	2025-12-31	chr_child_care_centers	11.7965101990661
37027	2025-12-31	chr_child_care_cost_burden	0.256210103309092
37027	2025-12-31	chr_child_mortality	67.8253497244595
37027	2025-12-31	chr_children_eligible_for_free_or_reduced_price_lunch	0.657371258598253
37027	2025-12-31	chr_children_in_poverty	0.181
37027	2025-12-31	chr_children_in_single_parent_households	0.255550012471938
37027	2025-12-31	chr_dentists	3.3543706206828e-4
37027	2025-12-31	chr_diabetes_prevalence	0.105
37027	2025-12-31	chr_disability_functional_limitations	0.342
37027	2025-12-31	chr_disconnected_youth	0.143794423182067
37027	2025-12-31	chr_drinking_water_violations	0
37027	2025-12-31	chr_driving_alone_to_work	0.814783798118527
37027	2025-12-31	chr_drug_overdose_deaths	45.6686758141161
37027	2025-12-31	chr_excessive_drinking	0.194191427324467
37027	2025-12-31	chr_feelings_of_loneliness	0.319
37027	2025-12-31	chr_female	0.502271204110507
37027	2025-12-31	chr_firearm_fatalities	18.9067479902372
37027	2025-12-31	chr_flu_vaccinations	0.5
37027	2025-12-31	chr_food_environment_index	6.4
37027	2025-12-31	chr_food_insecurity	0.16
37027	2025-12-31	chr_frequent_mental_distress	0.185
37027	2025-12-31	chr_frequent_physical_distress	0.14
37027	2025-12-31	chr_gender_pay_gap	0.800164097084415
37027	2025-12-31	chr_high_school_completion	0.82781173489479
37027	2025-12-31	chr_high_school_graduation	0.86
37027	2025-12-31	chr_hispanic	0.0681113014123663
37027	2025-12-31	chr_hiv_prevalence	140.7
37027	2025-12-31	chr_homeownership	0.740126960874077
37027	2025-12-31	chr_homicides	5.78245358266806
37027	2025-12-31	chr_income_inequality	4.40304182509506
37027	2025-12-31	chr_infant_mortality	6.3567017798765
37027	2025-12-31	chr_injury_deaths	107.056391217447
37027	2025-12-31	chr_insufficient_sleep	0.33
37027	2025-12-31	chr_lack_of_social_and_emotional_support	0.23
37027	2025-12-31	chr_library_access	2.02436005347329
37027	2025-12-31	chr_life_expectancy	72.3588518422253
37027	2025-12-31	chr_limited_access_to_healthy_foods	0.153683142264861
37027	2025-12-31	chr_living_wage	38.46
37027	2025-12-31	chr_long_commute_driving_alone	0.343
37027	2025-12-31	chr_low_birth_weight	0.094574780058651
37027	2025-12-31	chr_mammography_screening	0.47
37027	2025-12-31	chr_math_scores	2.924116
37027	2025-12-31	chr_median_household_income	56239
37027	2025-12-31	chr_mental_health_providers	0.00110457467669472
37027	2025-12-31	chr_motor_vehicle_crash_deaths	15.0694244881652
37027	2025-12-31	chr_native_hawaiian_or_other_pacific_islander	0.00136520465658897
37027	2025-12-31	chr_non_hispanic_black	0.0504505175366744
37027	2025-12-31	chr_non_hispanic_white	0.852495842331273
37027	2025-12-31	chr_not_proficient_in_english	0.01172725968249
37027	2025-12-31	chr_other_primary_care_providers	0.00122868419093008
37027	2025-12-31	chr_physical_inactivity	0.245
37027	2025-12-31	chr_poor_mental_health_days	5.35220187170667
37027	2025-12-31	chr_poor_or_fair_health	0.189
37027	2025-12-31	chr_poor_physical_health_days	4.47921393604665
37027	2025-12-31	chr_population	80574
37027	2025-12-31	chr_premature_age_adjusted_mortality	602.964165698776
37027	2025-12-31	chr_premature_death	12862.8124202662
37027	2025-12-31	chr_preventable_hospital_stays	2681
37027	2025-12-31	chr_primary_care_physicians	4.9712290120925e-4
37027	2025-12-31	chr_reading_scores	3.115771
37027	2025-12-31	chr_residential_segregation_black_white	59.331266964258
37027	2025-12-31	chr_rural	0.428210087784556
37027	2025-12-31	chr_school_funding_adequacy	-892.219999999999
37027	2025-12-31	chr_school_segregation	0.0650505928179473
37027	2025-12-31	chr_severe_housing_cost_burden	0.0744565563842672
37027	2025-12-31	chr_severe_housing_problems	0.114949748743719
37027	2025-12-31	chr_sexually_transmitted_infections	326.7
37027	2025-12-31	chr_social_associations	12.6720667892461
37027	2025-12-31	chr_some_college	0.580568181818182
37027	2025-12-31	chr_suicides	19.0540789432713
37027	2025-12-31	chr_teen_births	23.4404300537567
37027	2025-12-31	chr_traffic_volume	30.0679534565867
37027	2025-12-31	chr_unemployment	0.0338371740866166
37027	2025-12-31	chr_uninsured	0.130885962954698
37027	2025-12-31	chr_uninsured_adults	0.156737753870264
37027	2025-12-31	chr_uninsured_children	0.0537187557293895
37027	2025-12-31	chr_voter_turnout	0.670250391236307
